source_pdf,pages,text_extracted,tables_detected,projects_detected,reporting_month_detected,ocr_used,extraction_status,confidence
FR_july1_2023.pdf,640,True,549,8708,2023-07,False,SUCCESS,1.0
FR_jun_2015.pdf,301,True,243,4533,2015-06,False,SUCCESS,1.0
FR_july_2022.pdf,621,True,518,8608,2022-07,False,SUCCESS,1.0
FR_july_Report_2019.pdf,616,True,541,9472,2019-07,False,SUCCESS,1.0
FR_july_2021.pdf,759,True,665,11412,2021-07,False,SUCCESS,1.0
FR_jun_2016.pdf,375,True,331,6053,2016-06,False,SUCCESS,1.0
FR_june_2010.pdf,55,True,24,550,2010-06,False,SUCCESS,1.0
FR_july_2020 (1).pdf,609,True,530,9289,2020-07,False,SUCCESS,1.0
FR_june_2014.pdf,235,True,177,3162,2014-06,False,SUCCESS,1.0
FR_jun_2018.pdf,509,True,441,7815,2018-06,False,SUCCESS,1.0
FR_mar_2014.pdf,217,True,165,3087,2014-03,False,SUCCESS,1.0
FR_june_2017.pdf,365,True,299,5576,2017-06,False,SUCCESS,1.0
FR_jun_Report_2019.pdf,604,True,535,9511,2019-06,False,SUCCESS,1.0
FR_june_2022.pdf,632,True,527,8537,2022-06,False,SUCCESS,1.0
FR_mar_2016.pdf,365,True,283,5086,2016-03,False,SUCCESS,1.0
FR_jun_2020.pdf,620,True,546,9453,2020-06,False,SUCCESS,1.0
FR_june_2021.pdf,775,True,683,11177,2021-06,False,SUCCESS,1.0
FR_june_2023.pdf,754,True,662,10806,2023-06,False,SUCCESS,1.0
FR_march_2015.pdf,268,True,186,3323,2015-03,False,SUCCESS,1.0
FR_march_2017.pdf,377,True,309,5789,2017-03,False,SUCCESS,1.0
FR_mar_2021.pdf,741,True,656,11538,2021-03,False,SUCCESS,1.0
FR_mar_Report_2019.pdf,526,True,455,8177,2019-03,False,SUCCESS,1.0
FR_mar_2022.pdf,707,True,643,10729,2022-03,False,SUCCESS,1.0
FR_may_2014.pdf,190,True,150,2641,2014-05,False,SUCCESS,1.0
FR_mar_2024.pdf,772,True,725,11419,2024-03,False,SUCCESS,1.0
FR_may_2015.pdf,290,True,235,4498,2015-05,False,SUCCESS,1.0
FR_march_2018.pdf,550,True,477,8615,2018-03,False,SUCCESS,1.0
FR_may_2016.pdf,333,True,262,4865,2016-05,False,SUCCESS,1.0
FR_march_2020.pdf,616,True,547,9709,2020-03,False,SUCCESS,1.0
FR_may_2017.pdf,368,True,301,5614,2017-05,False,SUCCESS,1.0
FR_march_2023.pdf,741,True,651,10422,2023-03,False,SUCCESS,1.0
FR_may_2018.pdf,510,True,441,7750,2018-05,False,SUCCESS,1.0
FR_nov_2014.pdf,231,True,156,2987,2014-11,False,SUCCESS,1.0
FR_nov_2015.pdf,279,True,231,4155,2015-11,False,SUCCESS,1.0
FR_may_2021.pdf,759,True,669,11457,2021-05,False,SUCCESS,1.0
FR_may_2020.pdf,597,True,525,9198,2020-05,False,SUCCESS,1.0
FR_may_2022.pdf,720,True,623,10268,2022-05,False,SUCCESS,1.0
FR_may_Report_2019.pdf,611,True,541,9693,2019-05,False,SUCCESS,1.0
FR_may_2023.pdf,804,True,712,11407,2023-05,False,SUCCESS,1.0
FR_nov_2016.pdf,347,True,278,5252,2016-11,False,SUCCESS,1.0
FR_nov_2017.pdf,386,True,320,5895,2017-11,False,SUCCESS,1.0
FR_oct_2014.pdf,238,True,187,3211,2014-10,False,SUCCESS,1.0
FR_nov_2020.pdf,654,True,551,9204,2020-11,False,SUCCESS,1.0
FR_nov_Report_2018.pdf,525,True,458,8225,2018-11,False,SUCCESS,1.0
FR_nov_2022 (1).pdf,722,True,626,10300,2022-11,False,SUCCESS,1.0
FR_nov_2021.pdf,715,True,635,10753,2021-11,False,SUCCESS,1.0
FR_nov_Report_2019.pdf,630,True,563,10033,2019-11,False,SUCCESS,1.0
FR_oct_2015.pdf,253,True,187,3569,2015-10,False,SUCCESS,1.0
FR_nov_2023.pdf,758,True,707,11193,2023-11,False,SUCCESS,1.0
FR_oct_2016.pdf,332,True,275,5169,2016-10,False,SUCCESS,1.0
FR_oct_2017.pdf,367,True,316,5909,2017-10,False,SUCCESS,1.0
FR_sep_2014.pdf,221,True,165,3095,2014-09,False,SUCCESS,1.0
FR_oct_Report_2018.pdf,523,True,454,8225,2018-10,False,SUCCESS,1.0
FR_oct_2020.pdf,590,True,513,8452,2020-10,False,SUCCESS,1.0
FR_oct_2022.pdf,710,True,610,9820,2022-10,False,SUCCESS,1.0
FR_oct_2023.pdf,741,True,694,10950,2023-10,False,SUCCESS,1.0
FR_sep_2015.pdf,278,True,223,4077,2015-09,False,SUCCESS,1.0
FR_oct_2021.pdf,716,True,640,11046,2021-10,False,SUCCESS,1.0
